mode, phrase, top_cut, decay, title, link, score
max_pooling_pos_filtered_total, comfy mountain shoes, 10, 1, Transpiration Footbed, https://www.cotswoldoutdoor.com/p/scarpa-transpiration-footbed-B9224022.html, 23.388374863166344, "Comfy"
max_pooling_pos_filtered_total, comfy mountain shoes, 10, 1, Observer Chair, https://www.cotswoldoutdoor.com/p/robens-observer-chair-D3112121.html, 23.27883330814701, "Comfortable"
max_pooling_pos_filtered_total, comfy mountain shoes, 10, 1, Crush Lace Climbing Shoe, https://www.cotswoldoutdoor.com/p/climb-x-crush-lace-climbing-shoe-F1112187.html, 22.700439708054596, "Comfort"
max_pooling_pos_filtered_total, comfy mountain shoes, 10, 1, Womens Merino Hiker Sock, https://www.cotswoldoutdoor.com/p/bridgedale-womens-merino-hiker-sock-B6114101.html, 22.44494910091896, "Lovely comfortable socks"
max_pooling_pos_filtered_total, comfy mountain shoes, 10, 1, Womens Sawtooth Pants, https://www.cotswoldoutdoor.com/p/rab-womens-sawtooth-pants-A4B14882.html, 22.09099532494295, "Comfy"
max_pooling_pos_filtered_total, comfy mountain shoes, 10, 1, Mens All Season Glove, https://www.cotswoldoutdoor.com/p/sealskinz-mens-all-season-glove-A3214700.html, 22.051963456462182, "Comfortable"
max_pooling_pos_filtered_total, comfy mountain shoes, 10, 1, Womens Whisper Sandal, https://www.cotswoldoutdoor.com/p/keen-womens-whisper-sandal-B2414075.html, 21.852941110062638, "Comfortable"
max_pooling_pos_filtered_total, comfy mountain shoes, 10, 1, Womens All Season Glove, https://www.cotswoldoutdoor.com/p/sealskinz-womens-all-season-glove-A6214537.html, 21.78781974715777, "comfortable"
max_pooling_pos_filtered_total, large tent, 10, 1, Container 60ml, https://www.cotswoldoutdoor.com/p/nalgene-container-60ml-E6124034.html, 24.247702822759756, "Good solid container"
max_pooling_pos_filtered_total, large tent, 10, 1, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 23.989117869395336, "Wide neck."
max_pooling_pos_filtered_total, large tent, 10, 1, Observer Chair, https://www.cotswoldoutdoor.com/p/robens-observer-chair-D3112121.html, 23.833505819221294, "Easy to assemble"
max_pooling_pos_filtered_total, large tent, 10, 1, Down Wash 300ml, https://www.cotswoldoutdoor.com/p/nikwax-down-wash-300ml-E9714001.html, 23.14443843730197, "Small bottle"
max_pooling_pos_filtered_total, large tent, 10, 1, Grasmere Ankle Gaiter, https://www.cotswoldoutdoor.com/p/trekmates-grasmere-ankle-gaiter-B9114021.html, 22.752807921843413, "lightweight"
max_pooling_pos_filtered_total, large tent, 10, 1, X-Mug, https://www.cotswoldoutdoor.com/p/sea-to-summit-x-mug-D3432040.html, 22.381769590604577, "Collapsible"
max_pooling_pos_filtered_total, large tent, 10, 1, Jetpower Fuel 100g, https://www.cotswoldoutdoor.com/p/jetboil-jetpower-fuel-100g-D3512033.html, 22.336113768021686, "Small, compact fits inside my JetBoil"
max_pooling_pos_filtered_total, large tent, 10, 1, Sevilla Chair, https://www.cotswoldoutdoor.com/p/outwell-sevilla-chair-D3112101.html, 21.78081335228577, "wide"
max_pooling_pos_filtered_total, large tent, 10, 1, Single Flock Airbed, https://www.cotswoldoutdoor.com/p/blue-mountain-single-flock-airbed-D2434033.html, 21.77888878924972, "Cheap"
max_pooling_pos_filtered_total, large tent, 10, 1, Hispar Gaiter, https://www.cotswoldoutdoor.com/p/rab-hispar-gaiter-B9114026.html, 21.764993125018247, "Reasonably lightweight"
max_pooling_pos_filtered_total, walking poles, 10, 1, Green Footbed, https://www.cotswoldoutdoor.com/p/superfeet-green-footbed-B9224012.html, 16.375907684228043, "Comfortable"
max_pooling_pos_filtered_total, walking poles, 10, 1, Transpiration Footbed, https://www.cotswoldoutdoor.com/p/scarpa-transpiration-footbed-B9224022.html, 15.918807624274303, "Comfy"
max_pooling_pos_filtered_total, walking poles, 10, 1, Observer Chair, https://www.cotswoldoutdoor.com/p/robens-observer-chair-D3112121.html, 15.640068831478281, "Portability"
max_pooling_pos_filtered_total, walking poles, 10, 1, Blue Footbed, https://www.cotswoldoutdoor.com/p/superfeet-blue-footbed-B9224008.html, 15.480275979805604, "supportive in walking shoes"
max_pooling_pos_filtered_total, walking poles, 10, 1, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 15.209219602658177, "No gimmicks"
max_pooling_pos_filtered_total, walking poles, 10, 1, Deluxe Pillow, https://www.cotswoldoutdoor.com/p/blue-mountain-deluxe-pillow-D2514047.html, 14.854943799774798, "Comfy"
max_pooling_pos_filtered_total, walking poles, 10, 1, Waterproof Cream 100ml, https://www.cotswoldoutdoor.com/p/nikwax-waterproof-cream-100ml-E9724054.html, 14.669021995571399, "Works well"
max_pooling_pos_filtered_total, walking poles, 10, 1, Container 60ml, https://www.cotswoldoutdoor.com/p/nalgene-container-60ml-E6124034.html, 14.187541754539868, "Sealable"
max_pooling_pos_filtered_total, walking poles, 10, 1, Grasmere Ankle Gaiter, https://www.cotswoldoutdoor.com/p/trekmates-grasmere-ankle-gaiter-B9114021.html, 13.996243228303005, "Easy on"
max_pooling_pos_filtered_total, walking poles, 10, 1, X-Mug, https://www.cotswoldoutdoor.com/p/sea-to-summit-x-mug-D3432040.html, 13.546479996162772, "Collapsible"
max_pooling_pos_filtered_total, zapatos confortables, 10, 1, Transpiration Footbed, https://www.cotswoldoutdoor.com/p/scarpa-transpiration-footbed-B9224022.html, 12.24649387640985, "Comfortable"
max_pooling_pos_filtered_total, zapatos confortables, 10, 1, Observer Chair, https://www.cotswoldoutdoor.com/p/robens-observer-chair-D3112121.html, 11.624238602372838, "Comfortable"
max_pooling_pos_filtered_total, zapatos confortables, 10, 1, Down Wash 300ml, https://www.cotswoldoutdoor.com/p/nikwax-down-wash-300ml-E9714001.html, 11.408943250703798, "Convenient"
max_pooling_pos_filtered_total, zapatos confortables, 10, 1, Deluxe Pillow, https://www.cotswoldoutdoor.com/p/blue-mountain-deluxe-pillow-D2514047.html, 11.238882851744957, "Comfy"
max_pooling_pos_filtered_total, zapatos confortables, 10, 1, Container 60ml, https://www.cotswoldoutdoor.com/p/nalgene-container-60ml-E6124034.html, 11.17231822695609, "Sealable"
max_pooling_pos_filtered_total, zapatos confortables, 10, 1, Waterproof Cream 100ml, https://www.cotswoldoutdoor.com/p/nikwax-waterproof-cream-100ml-E9724054.html, 11.044413587357246, "Works well"
max_pooling_pos_filtered_total, zapatos confortables, 10, 1, X-Mug, https://www.cotswoldoutdoor.com/p/sea-to-summit-x-mug-D3432040.html, 10.944180315911224, "Collapsible"
max_pooling_pos_filtered_total, zapatos confortables, 10, 1, Green Footbed, https://www.cotswoldoutdoor.com/p/superfeet-green-footbed-B9224012.html, 10.729330220950748, "Comfortable"
max_pooling_pos_filtered_total, zapatos confortables, 10, 1, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 10.670645496444122, "No gimmicks"
max_pooling_pos_filtered_total, zapatos confortables, 10, 1, Womens Paradiso Jacket, https://www.cotswoldoutdoor.com/p/the-north-face-womens-paradiso-jacket-A4115529.html, 10.664808480722495, "Fits well"
